"search_code","id"
"NHMSYS0000068479",64509
"NHMSYS0000068480",48050
"NBNSYS0000178723",133380
"NBNSYS0000173537",123556
"NBNSYS0000173538",174028
"NHMSYS0001472725",22635
"NHMSYS0001472726",151082
"NHMSYS0020706612",286433
"NHMSYS0000068141",287585
"NBNSYS0000173539",227184
"NHMSYS0021054811",339372
"NHMSYS0021054812",342064
"NHMSYS0021054813",334953
"NBNSYS0000173542",69468
"NHMSYS0021054814",367110
"NHMSYS0021054815",366476
"NBNSYS0000173543",104398
"NHMSYS0001716355",8705
"NBNSYS0000022820",99629
"NHMSYS0001716357",97618
"NHMSYS0000544592",178545
"NHMSYS0000544594",118420
"NHMSYS0021122377",366482
"NHMSYS0000544596",100112
"NHMSYS0000544597",141106
"NHMSYS0000544598",237240
"NHMSYS0000516729",92985
"NBNSYS0000005975",154507
"NBNSYS0000005977",207835
"NBNSYS0000005976",51448
"NHMSYS0020190381",154165
"NHMSYS0020190382",240597
"NHMSYS0020190383",145933
"NHMSYS0000516734",153684
"NBNSYS0100001391",83663
"NBNSYS0000006555",88255
"NHMSYS0001472727",14133
"NBNSYS0000015870",314069
"NHMSYS0001472729",134289
"BMSSYS0000000001",166524
"NHMSYS0000361125",137029
"NBNSYS0000015872",7824
"NBNSYS0000015873",295404
"NHMSYS0001442387",288974
"NHMSYS0000361129",26268
"NBNSYS0000015874",159332
"NBNSYS0000015875",310009
"NHMSYS0000361132",165983
"NHMSYS0001472734",117514
"NHMSYS0001472735",170238
"NHMSYS0001472736",37211
"NHMSYS0001472737",160976
"NHMSYS0001472738",285850
"NHMSYS0001472740",170402
"NHMSYS0001472741",191550
"NHMSYS0001472742",84631
"BMSSYS0000000010",60327
"NHMSYS0020534900",109095
"NHMSYS0020811793",290336
"BMSSYS0000000012",65503
"BMSSYS0000000014",214712
"BMSSYS0000000015",204518
"BMSSYS0000000016",85344
"BMSSYS0000000017",8070
"BMSSYS0000000018",156016
"BMSSYS0000000020",218393
"BMSSYS0000000022",255703
"BMSSYS0000000023",74650
"BMSSYS0000000024",125896
"NHMSYS0020534901",236373
"NHMSYS0000897317",128848
"NHMSYS0000897319",58027
"NHMSYS0000897320",9345
"NHMSYS0000455524",159526
"NHMSYS0000455526",36658
"NBNSYS0200001634",46988
"NHMSYS0000455527",173995
"NHMSYS0021053936",331735
"NHMSYS0021053937",338228
"NHMSYS0021053938",335317
"NBNSYS0000178726",233581
"NBNSYS0000178727",215269
"NBNSYS0000178728",139492
"NBNSYS0000178729",116260
"NHMSYS0020461045",366781
"NHMSYS0021048801",366016
"NHMSYS0021048802",367290
"NHMSYS0021049923",333573
"NHMSYS0021049924",334578
"NHMSYS0000455528",7171
"NBNSYS0000042046",119905
"NHMSYS0000455529",87285
"NBNSYS0200001635",201663
"NHMSYS0000546941",188384
"NHMSYS0000455530",55509
"NHMSYS0000455532",197207
"NBNSYS0000014912",42418
"NBNSYS0000014098",229446
"NBNSYS0200001636",57315
"NHMSYS0000455533",151498
"NHMSYS0000455534",164729
"NHMSYS0000455536",128595
"NBNSYS0000031916",136654
"NHMSYS0000455538",163899
"NHMSYS0000455539",236556
"NHMSYS0000455540",228605
"NHMSYS0000455543",69371
"NBNSYS0200001640",61861
"NHMSYS0000897324",39110
"NHMSYS0000897325",201834
"NBNSYS0000178730",58553
"NBNSYS0000178731",68901
"NHMSYS0020703696",141642
"NBNSYS0000008576",174998
"NHMSYS0020190384",103665
"NHMSYS0020190385",86934
"NHMSYS0020703335",236449
"NHMSYS0020190386",132327
"NHMSYS0020703336",129318
"NHMSYS0020190387",179484
"NHMSYS0020561508",41117
"NHMSYS0020190388",98660
"NHMSYS0020190389",184884
"NHMSYS0020151137",117606
"NBNSYS0000025282",253387
"NBNSYS0000025283",188283
"NHMSYS0020308878",128109
"NHMSYS0020308879",256568
"NHMSYS0020308880",6646
"NHMSYS0020308881",128554
"NHMSYS0020308882",193680
"NHMSYS0020308883",242519
"NHMSYS0021052930",334312
"NHMSYS0020151141",224954
"NHMSYS0020151142",82141
"NBNSYS0000139242",30882
"NBNSYS0100001393",176362
"NBNSYS0000027463",141090
"NHMSYS0020497692",9749
"NHMSYS0020925855",291374
"NHMSYS0020925856",291499
"NHMSYS0020930594",288833
"NHMSYS0020926913",285815
"NHMSYS0020926907",286603
"NHMSYS0020704859",97281
"NBNSYS0000032832",58510
"NBNSYS0000032833",18193
"NBNSYS0000032834",220739
"NBNSYS0000032835",185770
"NBNSYS0000032836",224688
"NBNSYS0000159283",113460
"NHMSYS0020929953",286081
"NHMSYS0020752313",220335
"NHMSYS0021049735",334224
"NBNSYS0000178733",84686
"NHMSYS0021049736",340835
"NHMSYS0021049734",339104
"NBNSYS0000178735",251265
"NHMSYS0020703539",113410
"NHMSYS0020528088",63633
"NHMSYS0020528089",21580
"NBNSYS0000139247",197618
"NBNSYS0000012930",162853
"NHMSYS0021004267",317795
"NHMSYS0021004312",317195
"NHMSYS0021004317",317077
"NHMSYS0021004327",317225
"NHMSYS0021004474",317433
"NHMSYS0021004322",316981
"NHMSYS0021004479",317778
"NHMSYS0021004332",317143
"NHMSYS0021004342",317851
"NHMSYS0021004337",317025
"NHMSYS0020706613",286397
"NHMSYS0000068180",288031
"NHMSYS0000068181",287712
"NHMSYS0000068182",286586
"NHMSYS0000068183",287847
"NHMSYS0000068184",288554
"NHMSYS0000068185",287801
"NHMSYS0000068186",288336
"NHMSYS0021054687",336755
"NBNSYS0000173547",156289
"NBNSYS0000173548",238715
"NHMSYS0021054688",340430
"NBNSYS0000173549",22204
"NHMSYS0000599623",80789
"NHMSYS0000599624",107642
"NHMSYS0020959334",286817
"NHMSYS0021056542",337836
"NBNSYS0000173552",241310
"NHMSYS0020461046",241312
"NBNSYS0000173555",32487
"NHMSYS0021056541",339810
"NHMSYS0021056539",335482
"NBNSYS0000178739",164916
"NBNSYS0000178740",61641
"NHMSYS0021052253",335250
"NHMSYS0021052254",335118
"NHMSYS0021052255",340773
"NBNSYS0000178743",246413
"NBNSYS0000178744",92535
"NHMSYS0020151144",240396
"NBNSYS0000011056",15829
"NHMSYS0020706614",285742
"NHMSYS0020752508",290114
"NBNSYS0000139250",21919
"NBNSYS0000030395",51677
"NBNSYS0000030394",191552
"NHMSYS0000599626",217898
"NHMSYS0020962624",290505
"NHMSYS0000599627",232712
"NHMSYS0020973487",286341
"NHMSYS0020705527",125327
"NHMSYS0021005171",317103
"NHMSYS0000079575",285620
"NHMSYS0001593148",77488
"NBNSYS0100009103",367396
"NBNSYS0100009104",367067
"NHMSYS0020703700",32180
"NHMSYS0020703701",239995
"NBNSYS0100009105",365818
"NBNSYS0100009106",367107
"NBNSYS0100009107",365772
"NHMSYS0001593149",21295
"NHMSYS0001593150",163156
"NHMSYS0001593151",96022
"NHMSYS0001593152",178481
"NHMSYS0001593153",173056
"NHMSYS0001593154",224235
"NBNSYS0100009111",367262
"NHMSYS0021052909",333558
"NBNSYS0000178746",147679
"NBNSYS0000178747",233007
"NBNSYS0000178748",158835
"NBNSYS0000178749",198414
"NHMSYS0020705528",211302
"NHMSYS0020705529",238572
"NHMSYS0021056239",332008
"NHMSYS0021056240",338891
"NBNSYS0000159285",140643
"NHMSYS0020929954",290921
"NHMSYS0020925857",289995
"NHMSYS0021053721",334818
"NHMSYS0020925858",291187
"NHMSYS0020925859",286577
"NHMSYS0021053720",340602
"NHMSYS0000547608",335936
"NHMSYS0021057650",339423
"NBNSYS0000178751",86307
"NBNSYS0000178752",159998
"NHMSYS0021056731",333924
"NBNSYS0000178754",100229
"NHMSYS0001593155",123569
"NHMSYS0001593156",229193
"NHMSYS0000455544",213204
"NBNSYS0200001641",208401
"NHMSYS0020480648",35363
"NHMSYS0020480650",205206
"NHMSYS0020480652",95105
"NHMSYS0021050690",339685
"NHMSYS0021050691",335768
"NHMSYS0001472753",252568
"NBNSYS0000019995",255573
"NBNSYS0000178757",225673
"NHMSYS0021049792",341536
"NHMSYS0021049791",340929
"NHMSYS0001472754",189988
"NHMSYS0001472756",140826
"NHMSYS0000516739",234781
"NHMSYS0000500906",167786
"NHMSYS0020151145",59207
"NBNSYS0000011076",81442
"NHMSYS0021050099",341096
"NBNSYS0000178760",191456
"NHMSYS0020308884",116718
"NHMSYS0020308885",64856
"NBNSYS0000159286",205851
"NHMSYS0000455545",112558
"NBNSYS0200001642",139815
"NBNSYS0200001643",75572
"NHMSYS0021052998",339985
"BMSSYS0000000039",69907
"NHMSYS0001472761",105853
"BMSSYS0000000041",182387
"BMSSYS0000000043",124385
"NHMSYS0001472764",176635
"NHMSYS0001472765",222043
"NHMSYS0001472766",96472
"BMSSYS0000000044",216455
"BMSSYS0000000045",166036
"NHMSYS0020304929",207127
"NHMSYS0020304930",235550
"NHMSYS0021054303",336205
"NHMSYS0021054304",333939
"NHMSYS0001387232",244460
"NHMSYS0020787121",291054
"NHMSYS0001387233",187859
"NHMSYS0001387234",151114
"NHMSYS0000455548",225101
"NBNSYS0000014672",237598
"NBNSYS0000014907",187896
"NHMSYS0020190390",150009
"NHMSYS0020190391",16308
"NHMSYS0020190392",72278
"NHMSYS0020190393",150739
"NHMSYS0021049470",336509
"NHMSYS0020190394",203798
"NHMSYS0020190395",59538
"NHMSYS0021036320",331458
"NHMSYS0020954796",289524
"NHMSYS0021057269",337957
"NHMSYS0020190396",102883
"NHMSYS0020190397",183938
"NHMSYS0020190398",134954
"NHMSYS0001472767",228769
"NHMSYS0001472768",50893
"BMSSYS0000000050",97441
"NBNSYS0000018150",98577
"NHMSYS0001472769",165996
"NHMSYS0001472770",104494
"NHMSYS0001472772",98876
"BMSSYS0000000052",93219
"NBNSYS0000041599",60250
"NHMSYS0000361149",23338
"NBNSYS0000018151",115062
"NBNSYS0000018154",71666
"NBNSYS0000018155",165230
"NHMSYS0001472781",244849
"BMSSYS0000000058",130096
"NHMSYS0020989682",317261
"NBNSYS0000018156",89665
"NHMSYS0001472788",172947
"NBNSYS0000039553",175981
"NHMSYS0001472791",166753
"NHMSYS0001472793",235747
"NBNSYS0000018162",104017
"NBNSYS0000018163",236850
"NHMSYS0020989687",317175
"NHMSYS0001472799",131584
"NHMSYS0001472801",168481
"NHMSYS0020534902",178988
"NHMSYS0020706329",38032
"NBNSYS0000009048",98952
"NBNSYS0000178762",83229
"NHMSYS0001593159",218411
"NHMSYS0001593160",218094
"NHMSYS0021050849",334525
"NHMSYS0021050850",331242
"NHMSYS0021050851",338144
"NHMSYS0021050852",334768
"NHMSYS0021050853",340381
"NHMSYS0001593162",258766
"NHMSYS0021050854",333870
"NHMSYS0021050855",338150
"NHMSYS0001593163",251702
"NHMSYS0021050848",339958
"NBNSYS0000159289",60595
"NBNSYS0000139267",79208
"NBNSYS0000029322",93578
"NBNSYS0000029323",107001
"NHMSYS0000516744",142221
"NHMSYS0000500908",144904
"NBNSYS0000178770",27447
"NBNSYS0000173564",74915
"NHMSYS0021052683",331561
"NHMSYS0020929955",286336
"NHMSYS0020738121",84865
"NHMSYS0021053755",332066
"NBNSYS0000178772",228907
"NBNSYS0000178773",51392
"NHMSYS0000309283",181615
"NHMSYS0000309284",41173
"NHMSYS0000309285",220198
"NHMSYS0000309286",174176
"NHMSYS0000309287",172302
"BMSSYS0000000075",97847
"BMSSYS0000000076",248794
"BMSSYS0000000077",228917
"BMSSYS0000000078",20953
"BMSSYS0000000079",111160
"NHMSYS0001472804",194971
"NHMSYS0019999329",244805
"BMSSYS0000000081",15825
"BMSSYS0000000082",75210
"BMSSYS0000000083",134393
"NHMSYS0001472805",43102
"NHMSYS0020706723",287208
"NHMSYS0000067430",290303
"NHMSYS0000067431",286959
"NHMSYS0000067432",286766
"NHMSYS0000079579",288514
"NHMSYS0020706724",286284
"NHMSYS0000067433",289299
"NHMSYS0000530118",180198
"NHMSYS0000532669",151214
"NHMSYS0000530119",151186
"NHMSYS0020302915",251058
"NHMSYS0020302916",44097
"NHMSYS0000532677",244079
"NHMSYS0000532681",205004
"NHMSYS0000532685",225535
"NHMSYS0000530120",45861
"NHMSYS0020302917",185992
"NBNSYS0000159290",178574
"NHMSYS0000516749",239050
"NHMSYS0000500911",20267
"NHMSYS0020151147",94451
"NBNSYS0000025038",219769
"NHMSYS0000455549",78967
"NBNSYS0000003193",38745
"NBNSYS0000014410",215370
"NBNSYS0500000416",365992
"NBNSYS0000042047",255457
"NBNSYS0000042048",83607
"NBNSYS0000042049",195794
"NBNSYS0000042050",73898
"NBNSYS0000042051",92201
"NBNSYS0000004980",132582
"NBNSYS0000042052",139808
"NBNSYS0000014604",19892
"NHMSYS0020745983",172078
"NBNSYS0000042053",5741
"NBNSYS0000003192",159597
"NBNSYS0000042176",111864
"NHMSYS0019998076",47287
"NBNSYS0000003191",99077
"NBNSYS0000042117",160610
"NBNSYS0000161385",88663
"NHMSYS0020704055",214410
"NHMSYS0020704056",78994
"NHMSYS0020704057",165937
"NBNSYS0000042054",85522
"NBNSYS0000042055",200199
"NBNSYS0000004849",118303
"NBNSYS0000042229",16694
"NBNSYS0000042056",236585
"NHMSYS0020083368",112330
"NBNSYS0000014178",221555
"NBNSYS0500000320",367270
"NBNSYS0000042057",133229
"NHMSYS0001386142",286640
"NHMSYS0001386145",291394
"NHMSYS0001386146",287324
"NHMSYS0001386148",285692
"NHMSYS0001386149",286598
"NHMSYS0001386151",286863
"NHMSYS0001386153",288334
"NHMSYS0001386155",290837
"NHMSYS0001386159",289107
"NHMSYS0001386161",286941
"NHMSYS0020190399",191685
"NHMSYS0020326901",239258
"NHMSYS0020190400",106747
"NHMSYS0020190401",73322
"NHMSYS0020703337",200126
"NHMSYS0020703338",258786
"NHMSYS0020190402",46961
"NHMSYS0020703339",248362
"NHMSYS0020703340",63088
"NHMSYS0020190403",197064
"NHMSYS0020703341",166701
"NHMSYS0020703343",226174
"NHMSYS0020703344",79194
"NHMSYS0020703345",33667
"NHMSYS0020703346",196823
"NHMSYS0020703437",81310
"NHMSYS0020703347",251287
"NHMSYS0020703348",40904
"NHMSYS0020703349",141000
"NHMSYS0020190404",195460
"NHMSYS0020703350",129261
"NHMSYS0020703351",121467
"NHMSYS0020190405",108238
"NHMSYS0020703353",213580
"NHMSYS0020190406",116828
"NHMSYS0020703354",19167
"NHMSYS0020190407",201754
"NHMSYS0020703355",60548
"NHMSYS0020703356",111662
"NHMSYS0020190408",160274
"NHMSYS0020190409",133740
"NHMSYS0020190410",182380
"NHMSYS0020190411",5982
"NHMSYS0020190412",248666
"NHMSYS0020703357",154422
"NHMSYS0020190413",128719
"NHMSYS0020190414",6643
"NHMSYS0020190415",186069
"NHMSYS0020703359",72235
"NHMSYS0020703360",213856
"NHMSYS0020703361",27982
"NHMSYS0020703362",77523
"NHMSYS0020703363",129786
"NHMSYS0020703364",198204
"NHMSYS0020190416",49782
"NHMSYS0020703365",25333
"NHMSYS0020190417",6877
"NHMSYS0020190418",15757
"NHMSYS0020190419",193430
"NHMSYS0020190420",82562
"NHMSYS0020703366",33816
"NHMSYS0020703367",119207
"NHMSYS0020190421",40977
"NHMSYS0020703368",154796
"NHMSYS0020703369",10106
"NHMSYS0020190422",112357
"NHMSYS0020190423",163589
"NHMSYS0020190424",102392
"NHMSYS0020703370",147188
"NBNSYS0000041980",70406
"NHMSYS0020190425",44541
"NHMSYS0020703371",92154
"NHMSYS0020703372",109077
"NHMSYS0020703373",166537
"NHMSYS0020190426",179756
"NHMSYS0020190427",124540
"NHMSYS0020703374",258198
"NHMSYS0020703375",244403
"NHMSYS0020703376",106079
"NHMSYS0020703377",191952
"NHMSYS0020703378",220109
"NHMSYS0020703379",82314
"NHMSYS0020190428",127572
"NHMSYS0020703380",197841
"NHMSYS0020190429",73364
"NHMSYS0020703381",27966
"NHMSYS0020703382",77506
"NHMSYS0020703383",153626
"NHMSYS0020190430",194929
"NHMSYS0020703384",214107
"NHMSYS0020703385",255768
"NHMSYS0020190431",184449
"NHMSYS0020190432",229468
"NHMSYS0020703386",57335
"NHMSYS0020190433",46253
"NHMSYS0020703387",95651
"NHMSYS0020190434",234860
"NHMSYS0020190435",164253
"NHMSYS0020703388",154904
"NHMSYS0020703389",18196
"NHMSYS0020703390",45164
"NHMSYS0020703391",152530
"NHMSYS0020703434",30114
"NHMSYS0020929956",291483
"NHMSYS0020745861",148539
"NHMSYS0020973325",288223
"NHMSYS0020705647",157437
"NHMSYS0000067010",159142
"NHMSYS0021058839",342074
"NHMSYS0021058838",335291
"NHMSYS0021058837",336035
"NHMSYS0019999330",61219
"NHMSYS0019999331",252447
"NHMSYS0021055049",339114
"NHMSYS0021055050",366006
"NHMSYS0020308887",203585
"NHMSYS0020308889",233159
"NHMSYS0021048421",331205
"NBNSYS0000178777",158331
"NHMSYS0020704860",122541
"NBNSYS0100001396",180640
"NBNSYS0100001397",143409
"NBNSYS0100001398",258393
"NBNSYS0100001399",244726
"NBNSYS0000178778",91322
"NBNSYS0000173566",253751
"NHMSYS0000897330",105553
"NHMSYS0000897331",217068
"NBNSYS0000031640",58196
"NBNSYS0000139280",184549
"NBNSYS0100001400",135036
"NBNSYS0100001401",221406
"NBNSYS0000012747",226285
"NBNSYS0000012748",17024
"NBNSYS0000012749",168667
"NBNSYS0100001402",49464
"NBNSYS0100001403",253726
"NBNSYS0000139281",119378
"NBNSYS0000030708",45681
"NHMSYS0021049546",338571
"NBNSYS0000173567",246600
"NBNSYS0000173568",5662
"NBNSYS0000173569",81770
"NBNSYS0000173570",62058
"NBNSYS0000178779",131696
"NBNSYS0000178780",239738
"NHMSYS0001716358",254711
"NBNSYS0000023366",46372
"NBNSYS0000023367",141544
"NHMSYS0000516754",98874
"NBNSYS0000006064",14141
"NHMSYS0001387235",150048
"NBNSYS0000006827",130597
"NHMSYS0000455561",219676
"NBNSYS0200001644",77300
"NBNSYS0200001645",25970
"NBNSYS0200001646",104041
"NHMSYS0000455562",206889
"NBNSYS0200001648",18734
"NBNSYS0200001649",75115
"NHMSYS0000455564",174106
"NBNSYS0000004454",152689
"NHMSYS0100000358",152655
"NBNSYS0000034144",28294
"NBNSYS0000014678",145084
"NBNSYS0000014099",189287
"NBNSYS0200001651",143161
"NBNSYS0000004451",123831
"NBNSYS0000004455",243970
"NBNSYS0200001652",73880
"NBNSYS0200001653",232425
"NBNSYS0000004453",186608
"NBNSYS0200001654",44080
"NBNSYS0000004452",55046
"NHMSYS0000864835",167910
"NHMSYS0000864836",34890
"NHMSYS0000864837",227394
"NHMSYS0000864838",34934
"NHMSYS0000864839",76572
"NHMSYS0000864840",223723
"NHMSYS0000516759",188127
"BMSSYS0000020509",250255
"BMSSYS0000000084",209972
"BMSSYS0000000085",159983
"NHMSYS0020820966",288706
"BMSSYS0000000086",41394
"BMSSYS0000000087",161520
"BMSSYS0000000088",207670
"BMSSYS0000000089",139909
"BMSSYS0000000090",237446
"BMSSYS0000000091",205253
"BMSSYS0000000092",233042
"BMSSYS0000000093",84010
"NBNSYS0000005732",26146
"NHMSYS0000500917",204201
"NBNSYS0000005199",149803
"NBNSYS0000005200",159202
"BMSSYS0000000094",111316
"BMSSYS0000000095",189312
"NHMSYS0001472811",113124
"NHMSYS0001472812",126543
"BMSSYS0000000098",16469
"BMSSYS0000000099",106978
"NHMSYS0001472813",216259
"BMSSYS0000000101",111698
"NHMSYS0020534906",72357
"BMSSYS0000000102",117349
"BMSSYS0000000103",14566
"BMSSYS0000000104",159707
"BMSSYS0000000105",197367
"BMSSYS0000000106",109941
"BMSSYS0000000107",5378
"BMSSYS0000000108",217219
"BMSSYS0000000109",156044
"NHMSYS0000547609",192533
"NHMSYS0021057959",341814
"NHMSYS0021057960",336879
"NBNSYS0100009114",88341
"NHMSYS0000599639",24229
"NHMSYS0000599640",40210
"NHMSYS0000599641",55675
"NHMSYS0000599643",162034
"NHMSYS0000599644",71090
"NHMSYS0020954798",331278
"NHMSYS0000599646",235700
"NHMSYS0000599648",70198
"NHMSYS0000599649",237304
"NHMSYS0020954799",339921
"NHMSYS0000599650",192968
"NHMSYS0000599651",144618
"NHMSYS0020954800",339202
"NHMSYS0020954801",333981
"NHMSYS0000599656",158239
"NHMSYS0000599657",229444
"NHMSYS0000599658",167071
"NHMSYS0000599659",64242
"NHMSYS0000599660",19108
"NHMSYS0000599661",195221
"NHMSYS0000599662",192590
"NHMSYS0020954802",337626
"NHMSYS0020954803",334481
"NHMSYS0000599669",112277
"NHMSYS0020954804",333853
"NBNSYS0100009134",333773
"NHMSYS0000599673",230866
"NHMSYS0000599674",139188
"NHMSYS0000599676",18378
"NHMSYS0000599677",64673
"NHMSYS0000599679",49672
"NHMSYS0020954806",341873
"NHMSYS0020954807",341981
"NHMSYS0000599681",196993
"NHMSYS0000599682",194645
"NHMSYS0000599685",210423
"NHMSYS0000599687",169730
"NHMSYS0000599688",92398
"NHMSYS0020954808",339102
"NHMSYS0020954809",341221
"NHMSYS0000599690",194713
"NBNSYS0100009146",240781
"NHMSYS0000524223",135907
"NHMSYS0000599694",100267
"NHMSYS0020954810",341826
"NHMSYS0000599695",11424
"NHMSYS0020748785",336676
"NBNSYS0100009148",339978
"NHMSYS0000599697",246690
"NHMSYS0000599699",74061
"NHMSYS0020954811",339393
"NHMSYS0000599700",66912
"NHMSYS0020954812",331550
"NHMSYS0020954813",339402
"NHMSYS0000599706",163410
"NHMSYS0000524224",332181
"NHMSYS0000524225",338264
"NHMSYS0000599711",46348
"NHMSYS0020954814",341724
"NHMSYS0000599722",148605
"NHMSYS0020954815",331298
"NHMSYS0000599724",12542
"NHMSYS0020954816",340931
"NHMSYS0000599726",112346
"NHMSYS0000599727",154016
"NHMSYS0000599728",71393
"NBNSYS0100009160",336591
"NHMSYS0020954817",334187
"NBNSYS0100009161",339463
"NHMSYS0000599731",59224
"NHMSYS0021057961",341550
"NHMSYS0000599732",81266
"NHMSYS0000599734",216083
"NHMSYS0000599737",103933
"NHMSYS0000599738",251298
"NHMSYS0020954820",337545
"NHMSYS0000599745",240801
"NHMSYS0000599746",70006
"NHMSYS0000599747",150767
"NHMSYS0000599749",176956
"NHMSYS0000599752",121399
"NHMSYS0000599754",255168
"NHMSYS0020954822",336065
"NHMSYS0020954823",338738
"NHMSYS0000599755",84022
"NHMSYS0000599756",103124
"NHMSYS0000524228",70698
"NHMSYS0000599758",228930
"NHMSYS0000599759",242690
"NHMSYS0020954824",336517
"NHMSYS0000599760",70810
"NHMSYS0000599761",157896
"NHMSYS0000599765",141815
"NHMSYS0000599766",183341
"NHMSYS0000599767",256809
"NHMSYS0020954825",335719
"NHMSYS0000599772",116114
"NHMSYS0000599774",241261
"NHMSYS0000599775",55187
"NBNSYS0100009183",334905
"NHMSYS0000599777",193840
"NHMSYS0000599779",243022
"NHMSYS0020954826",337085
"NHMSYS0000599781",167872
"NHMSYS0000599782",173883
"NHMSYS0020748787",341179
"NHMSYS0020954827",342097
"NHMSYS0000599785",152089
"NHMSYS0000599788",40916
"NHMSYS0000599789",46958
"NBNSYS0100009192",341000
"NHMSYS0000599792",141061
"NHMSYS0021057962",336515
"NHMSYS0000599794",258581
"NHMSYS0000599795",103235
"NHMSYS0000599796",97235
"NHMSYS0000599797",178484
"NHMSYS0020954828",334975
"NHMSYS0020959335",288615
"NHMSYS0000599799",77826
"NHMSYS0000599800",105269
"NHMSYS0020954829",288700
"NHMSYS0020954830",341240
"NHMSYS0000599806",115324
"NHMSYS0000599807",7995
"NHMSYS0000599808",25809
"NHMSYS0000599811",78032
"NHMSYS0000599813",181228
"NHMSYS0000599814",6566
"NHMSYS0020957470",287381
"NHMSYS0020954831",338955
"NHMSYS0020954832",290190
"NHMSYS0020063191",339108
"NHMSYS0020954833",336465
"NBNSYS0100009211",339673
"NBNSYS0000178781",250258
"NHMSYS0021048855",340666
"NHMSYS0000516764",51544
"NHMSYS0000500919",31704
"NHMSYS0020706178",62725
"NHMSYS0000068481",159099
"NHMSYS0001472814",139473
"NHMSYS0001472815",233766
"NHMSYS0001472817",219758
"BMSSYS0000000110",19290
"NHMSYS0001472823",169757
"BMSSYS0000000111",117838
"NBNSYS0000021697",47889
"NHMSYS0001472824",204905
"BMSSYS0000000112",99603
"NBNSYS0000021699",217056
"NHMSYS0020929957",285881
"NHMSYS0001682660",30465
"NHMSYS0021005441",317083
"NHMSYS0021123646",365941
"NHMSYS0021005447",317610
"NHMSYS0021052520",333792
"NHMSYS0021052521",338816
"NHMSYS0000455568",165722
"NBNSYS0200001655",197490
"NHMSYS0000078657",118362
"NBNSYS0100001404",50276
"NHMSYS0020528090",121900
"NBNSYS0000006618",63875
"NHMSYS0001701868",36977
"NBNSYS0000139290",244560
"NBNSYS0000012860",244316
"NBNSYS0000173573",199263
"NHMSYS0020703706",92998
"NHMSYS0021049870",337469
"NBNSYS0000173575",34385
"NHMSYS0021049869",341678
"NHMSYS0001716359",211254
"NHMSYS0001716360",138278
"NBNSYS0000023116",43317
"NHMSYS0001716362",39985
"NBNSYS0000007625",124390
"NBNSYS0000007626",149463
"NHMSYS0021058404",336841
"NHMSYS0021058405",342095
"NHMSYS0021058403",335152
"NBNSYS0000139294",189958
"NBNSYS0000012900",31963
"NBNSYS0000188596",191028
"NHMSYS0020954834",366113
"NHMSYS0001691425",184217
"NHMSYS0001691440",207817
"NHMSYS0001691445",366524
"NBNSYS0000188597",95508
"NBNSYS0000159295",73762
"NBNSYS0000164618",196720
"NHMSYS0021055294",337719
"NHMSYS0021055295",333661
"NHMSYS0021055296",331436
"NHMSYS0021055297",338584
"NHMSYS0021055298",367457
"NHMSYS0020978169",288821
"NHMSYS0020978175",285723
